Год_прогноза,Место_в_прогнозе,Профессия,Профессиональная_группа,Занято_работников_2024,Требуется_работников_2024,Исходная_доля_вакансий_2024_pct,Базовая_зарплата_профессии_или_группы_руб,Прогнозная_зарплата_профессии_или_группы_руб,Балл_спроса_1_10,Актуальный_индекс_оплаты_1_10,Прогнозный_индекс_оплаты_1_10,Рост_зарплаты_к_2025_pct,Итоговый_ориентир_1_10,Сценарная_потребность_работников,Коэффициент_сценария_спроса,Основание_сценария,Год_базовой_зарплаты,Источник_базовой_зарплаты,Дата_среза_зарплаты,Наблюдений_с_зарплатой,Сглаженная_доля_вакансий_2024_pct,Сценарная_доля_вакансий_pct,Ограничение
2027,32,Ветеринарные фельдшеры,Специалисты средней квалификации,10262.63,1762.24,14.65,69408.5576048949,82607.28891904172,9.566265060240964,5.5,5.5,19.016000000000012,8.143072289156626,1815.1072000000001,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,14.63,15.03,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,33,Шеф-повара,Специалисты средней квалификации,30106.14,5063.79,14.4,69408.5576048949,82607.28891904172,9.53012048192771,5.5,5.5,19.016000000000012,8.119578313253013,5215.7037,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,14.39,14.77,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,34,Рабочие пищевой промышленности и рабочие родственных занятий,"Промышленность, строительство и транспорт",231279.5,32269.14,12.24,78166.90311606236,93031.12141261279,8.91566265060241,6.625,6.625,19.016000000000012,8.113930722891567,30978.374399999997,0.96,"в 2027–2029 годах применён циклический дисконт из-за слабого роста ВВП, дорогого кредита и снижения строительства; затем — умеренная стабилизация",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,12.24,11.81,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,35,Операторы машин по обработке пищевых и аналогичных продуктов,"Операторы машин, сборщики и водители",88059.62,10052.93,10.25,78339.15258467232,93236.12584017363,8.265060240963855,7.75,7.75,19.016000000000012,8.084789156626506,10253.9886,1.02,умеренный рост: официальный кадровый прогноз указывает на высокий вес профессий со средним профессиональным образованием,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,10.25,10.43,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,36,"Геодезисты, картографы и топографы",Специалисты высшей квалификации,28056.28,2954.47,9.53,86292.29075362365,102701.63276333273,7.650602409638554,8.875,8.875,19.016000000000012,8.07914156626506,3043.1041,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,9.52,9.79,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,37,Инженеры по гражданскому строительству,Специалисты высшей квалификации,99841.52,10465.24,9.49,86292.29075362365,102701.63276333273,7.614457831325302,8.875,8.875,19.016000000000012,8.055647590361446,10779.1972,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,9.49,9.74,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,38,Специалисты-техники по лесному хозяйству и лесозаготовительному производству,Специалисты средней квалификации,4510.66,680.6,13.11,69408.5576048949,82607.28891904172,9.313253012048193,5.5,5.5,19.016000000000012,7.978614457831325,701.018,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,13.08,13.45,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,39,Электромонтажники и ремонтники электрического оборудования,"Промышленность, строительство и транспорт",490322.23,64251.65,11.59,78166.90311606236,93031.12141261279,8.698795180722891,6.625,6.625,19.016000000000012,7.9729668674698795,61681.584,0.96,"в 2027–2029 годах применён циклический дисконт из-за слабого роста ВВП, дорогого кредита и снижения строительства; затем — умеренная стабилизация",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,11.59,11.17,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,40,Системные аналитики,Специалисты высшей квалификации,49571.73,5070.93,9.28,86292.29075362365,102701.63276333273,7.469879518072289,8.875,8.875,19.016000000000012,7.961671686746988,5223.057900000001,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,9.28,9.53,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,41,Рабочие полиграфического производства,"Промышленность, строительство и транспорт",21705.35,2823.04,11.51,78166.90311606236,93031.12141261279,8.662650602409638,6.625,6.625,19.016000000000012,7.949472891566265,2710.1184,0.96,"в 2027–2029 годах применён циклический дисконт из-за слабого роста ВВП, дорогого кредита и снижения строительства; затем — умеренная стабилизация",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,11.5,11.1,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,42,Служащие по проведению опросов потребителей,Офисные и учётные служащие,1314.4,298.84,18.52,54045.78718009234,64323.134070258704,9.855421686746988,4.375,4.375,19.016000000000012,7.937274096385543,289.8748,0.97,наиболее заметное снижение из-за цифровизации стандартных операций,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,18.3,18.07,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,43,Кассиры банков и работники других родственных занятий,Офисные и учётные служащие,51902.3,10817.59,17.25,54045.78718009234,64323.134070258704,9.783132530120483,4.375,4.375,19.016000000000012,7.8902861445783135,10493.0623,0.97,наиболее заметное снижение из-за цифровизации стандартных операций,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,17.24,16.82,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,44,Специалисты в области защиты окружающей среды,Специалисты высшей квалификации,10727.3,1071.53,9.08,86292.29075362365,102701.63276333273,7.325301204819277,8.875,8.875,19.016000000000012,7.867695783132531,1103.6759,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,9.07,9.33,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,45,Графические и мультимедийные дизайнеры,Специалисты высшей квалификации,21266.7,2117.0,9.05,86292.29075362365,102701.63276333273,7.289156626506024,8.875,8.875,19.016000000000012,7.844201807228917,2180.51,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,9.04,9.3,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,46,"Букмекеры, крупье и работники родственных занятий в сфере азартных игр",Офисные и учётные служащие,762.5,141.71,15.67,54045.78718009234,64323.134070258704,9.602409638554217,4.375,4.375,19.016000000000012,7.772816265060241,137.4587,0.97,наиболее заметное снижение из-за цифровизации стандартных операций,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,15.38,15.27,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,47,Телефонисты,Офисные и учётные служащие,14674.17,2610.71,15.1,54045.78718009234,64323.134070258704,9.493975903614457,4.375,4.375,19.016000000000012,7.702334337349397,2532.3887,0.97,наиболее заметное снижение из-за цифровизации стандартных операций,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,15.09,14.72,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
